queue_id,candidate_id,title,authors,year,venue,doi,url,topic,reason,requested_action,status,added_at
46c968d18cd2,cf2c72dd6c03,Joint Optimization of UAV Deployment and Directional Antenna Orientation for Multi-UAV Cooperative Sensing,Lingyun Zhou; Wenqiang Pu; Ming-yi You; Rongqing Zhang; Qingjiang Shi,2023,2023 IEEE Wireless Communications and Networking Conference (WCNC),10.1109/wcnc55385.2023.10118837,https://doi.org/10.1109/wcnc55385.2023.10118837,dynamic_directional_networking,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:44+00:00
c40e4c144551,b9ef4af2dbc9,Adaptive MAC protocol for UAV communication networks using directional antennas,Abdel Ilah Alshbatat; Liang Dong,2010,"2010 International Conference on Networking, Sensing and Control (ICNSC)",10.1109/icnsc.2010.5461589,https://doi.org/10.1109/icnsc.2010.5461589,dynamic_directional_networking,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:44+00:00
ae2eb6558ada,59c38ee4338c,Experiment of Multi-UAV Full-Duplex System Equipped with Directional Antennas,Tao Yu; Kento Kajiwara; Kiyomichi Araki; Kei Sakaguchi,2023,2023 IEEE 20th Consumer Communications &amp; Networking Conference (CCNC),10.1109/ccnc51644.2023.10060015,https://doi.org/10.1109/ccnc51644.2023.10060015,dynamic_directional_networking,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:44+00:00
0410aa158416,27652dfa9120,A Bi-directional Adaptive Framework for Agile UAV Landing_supp1-3671567.mp4,Yang Lyu,,,10.1109/lra.2026.3671567/mm1,https://doi.org/10.1109/lra.2026.3671567/mm1,dynamic_directional_networking,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:44+00:00
3c87f17a5edd,4a0379037ec2,Adaptive UAV Swarm Clustering and Networking,Haipeng Yao; Tianle Mai,2026,Wireless Networks; UAV Swarm Cooperation,10.1007/978-3-031-96444-2_2,https://doi.org/10.1007/978-3-031-96444-2_2,dynamic_directional_networking,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:44+00:00
557001cb86dc,287cf92bb151,Military Applications of Directional Mesh Networking,,2015,"Wireless Network Performance Enhancement via Directional Antennas: Models, Protocols, and Systems",10.1201/b19065-29,https://doi.org/10.1201/b19065-29,dynamic_directional_networking,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:44+00:00
2f3a01901146,83f80e27cd91,Mesh Networking for Inter-UAV Communications,; Michael Tanner Walton,,,10.12794/metadc1505208,https://doi.org/10.12794/metadc1505208,dynamic_directional_networking,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:44+00:00
259a921bb8d6,b24e89de04bc,Introduction: Switched/Steered Directional Antennas for Networking,,2015,"Wireless Network Performance Enhancement via Directional Antennas: Models, Protocols, and Systems",10.1201/b19065-6,https://doi.org/10.1201/b19065-6,dynamic_directional_networking,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:44+00:00
cecd10c5df98,dbe3bdf22d8b,The Evolution of Directional Networking Systems Architecture,,2015,"Wireless Network Performance Enhancement via Directional Antennas: Models, Protocols, and Systems",10.1201/b19065-31,https://doi.org/10.1201/b19065-31,dynamic_directional_networking,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:44+00:00
0d1a9a6d5046,63f2ca87a4c4,Descriptive Analysis of OLSR Applicability to FANET with a Directional Antenna Based Various Propagation Models,Ashish Srivastava; Jay Prakash,2024,Wireless Personal Communications,10.1007/s11277-024-10921-x,https://doi.org/10.1007/s11277-024-10921-x,dynamic_directional_networking,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:48+00:00
3a4c94c13404,e22f5df75bd1,directional antenna,,,SpringerReference,10.1007/springerreference_12552,https://doi.org/10.1007/springerreference_12552,dynamic_directional_networking,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:48+00:00
c6f17602a668,e5c971b02a0b,Super Directional Antenna—3D Phased Array Antenna Based on Directional Elements,Benzion Levy; Ely Levine; Yosef Pinhasi,2022,Electronics,10.3390/electronics11142233,https://doi.org/10.3390/electronics11142233,dynamic_directional_networking,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:48+00:00
15228f473a38,e4e953e6ca02,"Fanet, Anne-Marie",,2011,Benezit Dictionary of Artists,10.1093/benz/9780199773787.article.b00061492,https://doi.org/10.1093/benz/9780199773787.article.b00061492,dynamic_directional_networking,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:48+00:00
63228bb564e7,828ce1ca3636,STUDY OF DIRECTIONAL PROPERTIES OF THE BEVERAGE ANTENNA,; Dmitry Aleksandrovich Kosarev,2024,STUDY OF DIRECTIONAL PROPERTIES OF THE BEVERAGE ANTENNA,10.46916/25092024-1-978-5-00215-530-9,https://doi.org/10.46916/25092024-1-978-5-00215-530-9,dynamic_directional_networking,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:48+00:00
74e66e7028b4,76ab5a0f08fc,The Omnidirectional/Directional Switchable Antenna Based on the Curved Microstrip Antenna with Defected Ground Structure,Junping Geng,2021,Omnidirectional Slots Antenna,10.1007/978-981-15-9089-4_9,https://doi.org/10.1007/978-981-15-9089-4_9,dynamic_directional_networking,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:48+00:00
f9ce3571f5db,9e9e28bc4814,The directional coupler antenna,C. Fink,,IRE International Convention Record,10.1109/irecon.1959.1150788,https://doi.org/10.1109/irecon.1959.1150788,dynamic_directional_networking,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:48+00:00
5b033f802e13,e7f7f8120c43,The potentional accuracy with fluctuation of the beam patterns of antenna elements for directional finding of antenna system of mono impulse directional finder,M.L. Artemov; M.P. Slichenko; S.P. Trushin,2022,Radioengineering,10.18127/j00338486-202201-17,https://doi.org/10.18127/j00338486-202201-17,dynamic_directional_networking,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:48+00:00
2041c7c08091,dd1341be883f,Directional antenna for multipath ad hoc routing,Hamid Gharavi; Bin Hu,2008,,10.6028/nist.ir.7529,https://doi.org/10.6028/nist.ir.7529,dynamic_directional_networking,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:48+00:00
a0d8ea0ef045,0dea0adcaf09,Directional Interference Avoidance With Minimum Interaircraft Interactions for Flying Ad Hoc Networks (FANET) With Directional Antennas Through Distributed Multiagent Reinforcement Learning,Linsheng He; Jiamiao Zhao; Fei Hu; Sunil Kumar,2025,IEEE Transactions on Aerospace and Electronic Systems,10.1109/taes.2024.3447609,https://doi.org/10.1109/taes.2024.3447609,dynamic_directional_networking,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:48+00:00
163def7ea8a1,e276493fe74f,A Joint UAV Deployment and Beamforming Design for ISAC-Enabled Multi-UAV Network,Xiaoye Jing; Fan Liu; Christos Masouros; Xianhua Yu,2025,GLOBECOM 2025 - 2025 IEEE Global Communications Conference,10.1109/globecom59602.2025.11432354,https://doi.org/10.1109/globecom59602.2025.11432354,dynamic_directional_networking,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:52+00:00
e8b38d833677,488cd2d1c438,Deep-Learning-Based Multiple Beamforming for 5G UAV IoT Networks,Xuetian Zhu; Fei Qi; Yi Feng,2020,IEEE Network,10.1109/mnet.011.2000035,https://doi.org/10.1109/mnet.011.2000035,dynamic_directional_networking,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:52+00:00
0220935aeddc,71b85604fc76,A Learning-Based Approach to Joint UAV Trajectory and Beamforming Optimization for UAV-RIS Relaying Network,Shumo Wang; Xiaoqin Song; Tiecheng Song,2025,2025 IEEE Wireless Communications and Networking Conference (WCNC),10.1109/wcnc61545.2025.10978191,https://doi.org/10.1109/wcnc61545.2025.10978191,dynamic_directional_networking,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:52+00:00
373d8c35534d,4fbeadb72371,Trajectory and Beamforming Vector Optimization for Multi-UAV Multicast Network,Chengcheng Feng; Chao Zhang; Xinmin Luo,2019,2019 11th International Conference on Wireless Communications and Signal Processing (WCSP),10.1109/wcsp.2019.8927982,https://doi.org/10.1109/wcsp.2019.8927982,dynamic_directional_networking,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:52+00:00
b148daec6791,6d1e35b82f8b,RIS-mounted UAV for Cell-Free ISAC Network: Joint Beamforming and Localization Optimization,Shanza Shakoor; Quang Nhat Le; Trung Q. Duong,2025,"2025 Computing, Communications and IoT Applications (ComComAp)",10.1109/comcomap68359.2025.11353198,https://doi.org/10.1109/comcomap68359.2025.11353198,dynamic_directional_networking,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:52+00:00
36d5d93c7aa8,893fffdf43b2,Array Beamforming Enabled UAV Communications,Zhenyu Xiao; Lipeng Zhu; Lin Bai; Xiang-Gen Xia,2023,Array Beamforming Enabled Wireless Communications,10.1201/9781003366362-7,https://doi.org/10.1201/9781003366362-7,dynamic_directional_networking,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:52+00:00
4f6bd610645c,22ff04fdf52f,Array Beamforming Enabled UAV Networking,Zhenyu Xiao; Lipeng Zhu; Lin Bai; Xiang-Gen Xia,2023,Array Beamforming Enabled Wireless Communications,10.1201/9781003366362-8,https://doi.org/10.1201/9781003366362-8,dynamic_directional_networking,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:52+00:00
5c07f32b9039,adf2fbe02b5a,A Dome packing method for UAV positioning using 3D Beamforming in WPCN for water distribution network,Varsha Radhakrishnan; Wenyan Wu; Tianmeng Wu,2021,2021 26th International Conference on Automation and Computing (ICAC),10.23919/icac50006.2021.9594179,https://doi.org/10.23919/icac50006.2021.9594179,dynamic_directional_networking,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:52+00:00
3bc83977d0f5,615f1349afd7,Intelligent Joint Beamforming and Distributed Power Control for UAV-assisted Ultra-Dense Network: A Hierarchical Optimization Approach,Yuzhu Zhang; Lijun Qian; Hao Xu,2021,NAECON 2021 - IEEE National Aerospace and Electronics Conference,10.1109/naecon49338.2021.9696309,https://doi.org/10.1109/naecon49338.2021.9696309,dynamic_directional_networking,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:52+00:00
ff8b234b42bf,b8db2e9778ee,Joint optimization beamforming and horizontal trajectory for UAV covert communications in non-terrestrial network,Lyu Daxin; Wen Zhaoxi; Ma Yingchang; Zhang Juniin; Liu Mingqian,2025,China Communications,10.23919/jcc.fa.2025-0081.202510,https://doi.org/10.23919/jcc.fa.2025-0081.202510,dynamic_directional_networking,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:52+00:00
ac5cecfff70e,45ca39dac1fe,Study on Dynamic Network Topology Optimization of UAV,Yongjian Luo; Min Zhu; Xiaoshuang Wang; Ran Li; Xugang Liu,2019,2019 International Conference on Virtual Reality and Intelligent Systems (ICVRIS),10.1109/icvris.2019.00120,https://doi.org/10.1109/icvris.2019.00120,dynamic_directional_networking,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:55+00:00
1d23edaf202e,d6d478ae5c32,Dynamic Construction and Adaptation of 3D Virtual Network Topology for UAV-Assisted Data Collection,Chen Qiu; Xianbin Wang; Weiming Shen; Richard Lee,2023,IEEE INFOCOM 2023 - IEEE Conference on Computer Communications Workshops (INFOCOM WKSHPS),10.1109/infocomwkshps57453.2023.10225833,https://doi.org/10.1109/infocomwkshps57453.2023.10225833,dynamic_directional_networking,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:55+00:00
6aa552b6433e,73343a4fb02e,Dynamic Topology Reconstruction Protocol for UAV Swarm Networking,Minsoo Park; SeungGwan Lee; Sungwon Lee,2020,Symmetry,10.3390/sym12071111,https://doi.org/10.3390/sym12071111,dynamic_directional_networking,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:55+00:00
b396af4707e0,a211c9302203,Analyzing Dynamic Meso-Scale Structures in Financial Network Topology,Haibo Wang,,,10.2139/ssrn.4776839,https://doi.org/10.2139/ssrn.4776839,dynamic_directional_networking,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:55+00:00
60b6100d87e0,757a9aaa9448,Network Topology Construction method for UAV Swarm Systems Based on Topology Duration Maximization,Rui Zhou; Yanxiang Yang; Deyu Song; Limei Xu,2023,2023 6th International Conference on Electronics Technology (ICET),10.1109/icet58434.2023.10211307,https://doi.org/10.1109/icet58434.2023.10211307,dynamic_directional_networking,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:55+00:00
7aa1580e4617,295e422fac81,Research on UAV communication network topology based on small world network model,Li Jingnan; Li Pengfei; Liu Kai,2017,2017 IEEE International Conference on Unmanned Systems (ICUS),10.1109/icus.2017.8278386,https://doi.org/10.1109/icus.2017.8278386,dynamic_directional_networking,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:55+00:00
7c55305ea921,aa33545ab312,Optimal measurement policy for predicting UAV network topology,Abolfazl Razi; Fatemeh Afghah; Jacob Chakareski,2017,"2017 51st Asilomar Conference on Signals, Systems, and Computers",10.1109/acssc.2017.8335579,https://doi.org/10.1109/acssc.2017.8335579,dynamic_directional_networking,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:55+00:00
c669766d7b72,229e9faec790,UAV-Assisted Dynamic Coverage in a Heterogeneous Cellular System,Yue Li; Lin Cai,2017,IEEE Network,10.1109/mnet.2017.1600280,https://doi.org/10.1109/mnet.2017.1600280,dynamic_directional_networking,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:55+00:00
9d16fed6cfba,d8dd90389052,Network Topology Design for UAV Swarming with Wind Gusts,Airlie Chapman; Ran Dai; Mehran Mesbahi,2011,"AIAA Guidance, Navigation, and Control Conference",10.2514/6.2011-6477,https://doi.org/10.2514/6.2011-6477,dynamic_directional_networking,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:55+00:00
0e383a1ec8cc,446ecb44b58e,A probabilistic dynamic energy model for ad-hoc wireless sensors network with varying topology,Amal Al-Husseini,,,10.17760/d20002558,https://doi.org/10.17760/d20002558,dynamic_directional_networking,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:03:55+00:00
98ed6d8e7c2e,918caef07ead,Drone Remote Identification Based on Zadoff-Chu Sequences and Time-Frequency Images,Jie Li; Jing Li; Lu Lv; Peixin Zhang; Fengkui Gong,2025,IEEE Transactions on Cognitive Communications and Networking,10.1109/TCCN.2025.3602799,https://www.semanticscholar.org/paper/187c0c49e520010434ca8b6abc8050ea2a4d8300,remote_id_broadcast_capacity,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:05:44+00:00
6e78a5c0fda4,611263651913,Formal Verification and Security Assessment of the Drone Remote Identification Protocol,Suleman Khan; G. S. Gaba; Felipe Boeira; Andrei V. Gurtov,2024,2024 2nd International Conference on Unmanned Vehicle Systems-Oman (UVS),10.1109/UVS59630.2024.10467159,https://www.semanticscholar.org/paper/fe5fab7f940f3a25797e8fb6f616b0200c470acd,remote_id_broadcast_capacity,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:05:44+00:00
75b62fc41a7a,7588034bb3e5,Drone Remote Identification Protocol (DRIP) Architecture,S. Card; A. Wiethuechter; R. Moskowitz; A. Gurtov,2023,,10.17487/rfc9434,https://www.semanticscholar.org/paper/0dd4c565ac4e484e6dfe633971d8968a7dffe67a,remote_id_broadcast_capacity,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:05:44+00:00
d530b5017667,1aa7e37e168e,Drone Remote Identification Protocol (DRIP) Requirements and Terminology,S. Card; A. Wiethuechter; R. Moskowitz; A. Gurtov,2022,Request for Comments,10.17487/rfc9153,https://www.semanticscholar.org/paper/5aede7752dfbc6ff313a98b3f9f5e41476649eb6,remote_id_broadcast_capacity,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:05:44+00:00
b13accb0ef76,b107d3838210,Privacy-Aware Design and Analysis of Drone Remote Identification Systems,Hejun Huang; Yuxuan Fang; Billy Mazotti; Joseph Kim; Kaitlyn X. Fa; Max Z. Li,2024,IEEE transactions on intelligent transportation systems (Print),10.1109/TITS.2024.3456032,https://www.semanticscholar.org/paper/c3dc0e45c0f9508b9f4090a59137822a659a1252,remote_id_broadcast_capacity,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:05:44+00:00
7a8dd99d29d1,f93a6615a597,Drone Remote Identification Protocol (DRIP) Architecture,S. Card; A. Wiethuechter; R. Moskowitz; Shuai Zhao; A. Gurtov,2023,Request for Comments,,https://www.semanticscholar.org/paper/cbf1da5fbeeaed9f31d8455660a190b4ce5809a5,remote_id_broadcast_capacity,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:05:44+00:00
e0b8a7123e2f,2fd52ba1f168,Drone Remote Identification System Using Different Wireless COTS Radios: A Benchmarking Study,Govind Singh; Ravi Ashok Pashchapur; Anshul Pandey; Aravindaraja Puthiyavinayagam,2023,International Conference on Advanced Communication Technologies and Networking,10.1109/CommNet60167.2023.10365293,https://www.semanticscholar.org/paper/3a34c5f650c84e87ebe510ccd6dfc8652c3d5434,remote_id_broadcast_capacity,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:05:44+00:00
4754d37fa8d1,d88eefe2e697,Drone Remote Identification Protocol (DRIP) Requirements,A. Wiethuechter; S. Card; A. Gurtov; R. Moskowitz,2020,,,https://www.semanticscholar.org/paper/159131a8768d32d3f2cab5ae97b96d42c8906388,remote_id_broadcast_capacity,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:05:44+00:00
64d3125f55f4,7d97a856da96,Drone Remote Identification Protocol (DRIP) Architecture,A. Wiethuechter; S. Card; R. Moskowitz,2020,,,https://www.semanticscholar.org/paper/bfce4cdd70206e5090e861f1dd7e92faef18b5d0,remote_id_broadcast_capacity,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:05:44+00:00
84c80a8183b7,e5a487faf2f0,Secure Authentication for Remote Drone Identification using ASTM Standards,Amal Alhashmi; Kais Belwafi; Ashfaq Ahmed; Abdulhadi Shoufan,2025,International Conference on Wireless Communications and Mobile Computing,10.1109/IWCMC65282.2025.11059727,https://www.semanticscholar.org/paper/706e21ca7edb232a6cd4330e8bed6acce0a10a7e,remote_id_broadcast_capacity,No open PDF URL was found by the metadata search.,User should download legally if institutional or personal access is available.,pending,2026-05-29T10:05:44+00:00
